2.24	200
2.63	249
3.12	292
3.57	328
4.03	354
4.45	374
4.97	382
5.39	383
5.84	378
6.33	370
6.75	355
7.24	335
7.69	315
8.12	296
8.57	273
9.06	249
9.48	227
9.9	205
10.4	184
10.9	164
11.3	146
11.8	128
12.3	114
12.7	98.8
13.1	87.5
13.6	76.2
14	64.9
14.5	57.4
14.9	48.9
15.4	42.4
15.8	36.7
16.3	31.1
16.8	26.4
17.2	21.6
17.7	18.8
18.1	16
18.6	14.1
19.1	11.3
19.5	10.4
19.9	8.47
20.4	6.59
20.9	5.65
