
 0.255823 , -0.267406 , -0.169368
 0.347768 , -0.057813 , -0.066945
 0.259716 , 0.173980 , 0.066003
 -0.004822 , 0.280278 , 0.150216
 -0.272048 , 0.189328 , 0.129344
 -0.402300 , -0.006979 , 0.037990
 -0.385098 , -0.204857 , -0.069494
 -0.257882 , -0.346160 , -0.158166
 -0.065434 , -0.400519 , -0.207159
 0.143054 , -0.351297 , -0.202487
 0.305121 , -0.195309 , -0.135969
 0.336746 , 0.037335 , -0.014977
 0.168561 , 0.239550 , 0.110481
 -0.121571 , 0.266046 , 0.154720
 -0.342867 , 0.120338 , 0.099836
 -0.413631 , -0.084992 , -0.002507
 -0.350154 , -0.265686 , -0.105611
 -0.193300 , -0.376875 , -0.181270
 0.011773 , -0.393764 , -0.211558
 0.212084 , -0.303180 , -0.183942
 0.336019 , -0.110197 , -0.093709
 0.293702 , 0.129679 , 0.038814
 0.056828 , 0.276014 , 0.141545
 -0.225204 , 0.224811 , 0.143440
 -0.389911 , 0.044074 , 0.063976
 -0.405597 , -0.158187 , -0.042439
 -0.302246 , -0.316131 , -0.137525
 -0.121776 , -0.394186 , -0.197934
 0.089111 , -0.371516 , -0.207693
 0.271232 , -0.239209 , -0.155905
 0.342214 , -0.015955 , -0.044010
 0.218113 , 0.208183 , 0.088587
 -0.061402 , 0.279616 , 0.155730
 -0.308582 , 0.164664 , 0.119958
 -0.414415 , -0.033763 , 0.024939
 -0.380745 , -0.224101 , -0.080225
 -0.243591 , -0.354996 , -0.164368
 -0.045533 , -0.397200 , -0.207450
 0.163398 , -0.333133 , -0.194893
 0.315143 , -0.160398 , -0.118360
 0.317836 , 0.080530 , 0.010057
 0.116157 , 0.261777 , 0.127788
 -0.172439 , 0.253301 , 0.153187
 -0.369071 , 0.093451 , 0.088191
 -0.418508 , -0.109068 , -0.014862
 -0.341442 , -0.280932 , -0.114658
 -0.176281 , -0.381220 , -0.185356
 0.032974 , -0.385013 , -0.209082
 0.230664 , -0.278260 , -0.172557
 0.337464 , -0.069455 , -0.072096
 0.259842 , 0.169092 , 0.063378
 0.000286 , 0.283654 , 0.151490
 -0.266857 , 0.204125 , 0.136710
 -0.406856 , 0.017519 , 0.051548
 -0.404534 , -0.178916 , -0.053621
 -0.289852 , -0.327265 , -0.144758
 -0.102419 , -0.393774 , -0.199721
 0.110840 , -0.356751 , -0.202059
 0.285890 , -0.207220 , -0.140337
 0.331558 , 0.028202 , -0.019318
 0.171082 , 0.237975 , 0.109378
 -0.115121 , 0.273785 , 0.158186
 -0.340069 , 0.139995 , 0.110046
 -0.423492 , -0.058415 , 0.012712
 -0.374757 , -0.241167 , -0.089962
